text,label
"Pas scientifique, voilà le problème des écologistes, il raisonnent sur des théories politiques sans connaitre les besoins et calculer leurs importance, ils préconisent des soit disant solutions sans en mesurer les impactes et même sans simplement en calculer la relative importance un exemple : selon eux le par éolien en mer de St Brieuc produira autant qu'une unité PWR en faite ce n'est que la moitié, Mme Duflos dans sa loi ALUR n'a pas envisagé que les 17 pages de son nouveau contrat de location n'a pas envisagé que cela allait contribué a détruire des forets, pourtant que de reproches elle fait à la publicité papier, etc.",5
"Au cas où vous ne sauriez pas, il existe des forêts communales et domaniales, et je ne vois pas pourquoi elles seraient réservées aux chasseurs. Leur partage devrait pouvoir s'organiser entre chasseurs et non chasseurs pour que ces derniers ne risquent pas leur vie. Un jour du WE sans chasse me semble être la bonne solution.",5
"Les chasseurs font partie des gens que ne pensent qu'à leur intérêt personnel. On a eu un candidat ""chasse, pêche, nature et traditions"" dans le passé. ",5
" garantit la préservation de la biodiversité, l’environnement et la diversité biologique, lutte contre le changement climatique et prend en compte la raréfaction des ressources naturelles ",5
L'art et la culture sont au cœur de mon programme écologiste. La République écologiste entend offrir aux artistes et aux professionnel•les de la culture des conditions de création et de production dignes et responsables.,5
Je protègerai l’environnement et la biodiversité exceptionnels des Outre-mer,5
"des eaux souterraines et des cours d’eau sont pollués par les nitrates
Pour Reconnaître le droit à l’eau, à l’assainissement de qualité et à l’hygiène pour toutes et tous, le 10 et 24 avril, je vote ",5
"La France met en service la centrale à gaz fossile de #Landivisiau. Supposée ""contribuer à la transition"" (sic); elle va émettre du CO2 pendant des décennies.
Elle fonctionnera notamment avec du gaz de schiste très polluant venu des USA.",5
"D'ailleurs, n'est-il pas le seul qui mettra en œuvre une planification écologique suffisamment stricte et une société française suffisamment sobre pour compenser 👇?
Bien entendu, avec l'aide de l'identité numérique, indispensable pour la taxe CO2.",5
"Est-ce que les écolos et les défenseurs du #climat se sont penchés sur la catastrophe écologique des masques ?
J'en ai déjà parlé mais c'est silence radio !! ",5
"La #Terre connait une nouvelle #extinction de masse. Elle ne s’applique pas qu’à la #biodiversité, il en va de même pour les #langues. Curieux de savoir si ces deux phénomènes sont liés, des #chercheurs en #linguistique, #biologie et #écologie vous donne rdv pour en discuter.",5
"Avec Yannick #Jadot, pour un égal accès de toutes et tous à une #eau de qualité ! ",5
"Parce que l’écologie est la réponse au défi du 21eme siècle.
Parce qu'il faut un écologiste pour faire avancer l'écologie ",5
"Quand je me chauffais avec ma cheminée , j’utilisais 5 stères de bois : pas de problème. Maintenant, un petit feu de branches dans mon jardin : interdit. #Ecologie",5
"selon #BarbaraPompili devenue pro #nucleaire, pro-pesticide, pro-chasse",5
Le programme ecolo de Macron pourrait faire tourner les éoliennes tellement c'est du vent...,5
"Elle veut interdire tout nouveau projet sur terre et en mer, et même démanteler progressivement les parcs qui existent.",5
Il aussi veut les interdire pour préserver les paysages,5
"À la place de l'éolien, ils veulent tous les trois développer à fond le nucléaire",5
"les ingénieurs français ne savent pas techniquement construire suffisamment de centrales pour les remplacer. Donc, à moins de se remettre au charbon, il faut des énergies renouvelables et des éoliennes.",5
"On a besoin encore un peu de nos réacteurs. En attendant, on développe les énergies vertes, éoliennes, solaires, hydrogènes",5
" Et puis il y a les candidats qui veulent s'appuyer sur le nucléaire, construire des réacteurs, tout en développant aussi les énergies renouvelables, donc faire un mix énergétique à long terme.",5
"Les candidats sont à peu près tous d'accord pour mettre plus de moyens pour rénover les logements, développer plus de transports en commun, aider les agriculteurs à produire avec moins de pesticide… Tout cela n'est pas très original",5
Jadot a proposé d'interdire la chasse le week-end et pendant les vacances scolaires pour rendre la nature aux promeneurs,5
"la question de l'environnement: on le voit avec la guerre en Ukraine et ailleurs. la décharge faites dans le Nil, les grèves avec les feux de pneus...les incendies de la savane , Etc. ",5
" On parle d'écologie alors qu'il y a le feu et que ce dernier peut trés bien nous tomber dessus à cause d'individus qui comme jadis veulent récupérer des pays, se moquant des droits des peuples ...L'écologie je la pratique par économie afin de pouvoir manger à ma faim..",5
 68% des Français disent qu’ils tiendront compte des propositions des candidats en matière de défense de l’environnement pour faire leur choix de vote en 2022,5
"Et la bonne nouvelle est que si le climat est totalement absent de la campagne présidentielle – 1,5% du temps médiatique pour la semaine du 28 février – il n’est pas absent des programmes",5
"Il parait claire qu’un match sans commentateur devient vite ennuyeux. Dans le foot, le commentateur joue un rôle important et on ne peut pas s’en passer. très bonne article.",6
"Ils se nomment Roger Couderc, Thierry Gilardi, George Eddy, Patrick Chêne ou encore Thierry Roland et ils ont tous marqué à leur manière l’histoire du sport… ils sont tous commentateurs ! Le documentaire Parti Pris qui sera diffusé dimanche sur C+ revient sur l’histoire du commentaire ",6
Mbappe toujours incroyable le seul qui joue toujours pour le club,6
"Fallait jouer comme ça contre Madrid !
Neymar en forme contre Lorient c’est la moindre des choses.",6
"J’espère qu’on va revoir le psg bien tourner et dérouler 
Ça fait plaisir à voir",6
Des grands résumés à 4h du mat c’est quoi le délire,6
"Beau match pour Paris , Mbappe continue de nous impressioner et Messi marque enfin",6
Tinquiete C'est toujours intéressant ce que tu dis Romain,6
Kyllian sera Madrilène la saison prochaine… Il y a des nouveaux éléments 🤔… Sous entendu ke Macron Sarko et l’émir sont sur ses cotes… Ça sens pas bon. Il veut partir autrement tu lui envoie pas ce genre de personne… J’aimerais y croire mais Malheureusement Kyllian sera Madrilènes et nous supporters du PSG on va pleurer toute la saison prochaine,6
Peut être qu'ils jouent un peut trop c'est pour cela que par moment ça lucidité n'est pas toujours au top cette question ils faut ce la posé,6
Ce que j’aime chez Charles Robin c’est quand il définit l’étymologie des mots ce qui rend la compréhension plus facile ! Bravo,6
"Un sujet classique mais toujours aussi intéressant d’apprendre sur l’art, merci.",6
"Les images, la musique de fond et l’éloquence de l’auteur sont des aspects qui rend cette vidéo exceptionnelle",6
"Merci de cette magnifique vidéo qui en elle même relève d'une oeuvre d'art, et qui fait beaucoup de bien en cette époque si dissonante",6
"« La littérature, comme toute forme d’art,
est l’aveu que la vie ne suffit pas. »",6
"À Hambourg, j’ai pu observé en vrai la toile du voyageur contemplant la mer de nuages",6
"Comme a pu écrire Schopenhauer « L'art reproduit les idées éternelles qu'il a conçues par le moyen de la contemplation pure, c'est-à-dire l'essentiel et le plus permanent de tous les phénomènes du monde. ». Sans donner une définition même de l’art, ça illustre au moins une de ses fonctions.",6
"Donc, si je comprend bien, cette vidéo est tout un art. L'art d'enseignement. J'adore ta manière d'expliquer",6
Tellement plus agréable et constructif que d'autres vidéos fr écentes sur le sujet... Merci Charles.,6
"beaucoup d'émotions dans cette vidéo.
Merci pour se moment.",6
"En tant que récent propriétaire, je comprends tellement la joie de tout décorer et d’acheter des produits pour se sentir bien chez soi",6
Coucou ça fait des années que j'utilise des flacons pour le produit vaisselle car je ne supportais pas le vilain flacon dans la jolie  cuisine que j'avais tellement investi à décorer ! Idem pour ranger l'éponge 😁 j'ajoute que je fais pareil avec le gel hydroalcoolique dans mon entrée,6
"merci beaucoup à toute l’équipe pour votre travail ! n’oubliez pas de vous reposez aussi, de temps en temps. t’as l’air fatigué mon frérot",6
"Ce serait peut être plus intéressant de sensibiliser tes abonnés aux violations faites par TOUS les pays, il n’y a pas de méchant ni de gentil dans cette histoire, seulement des conflits d’intérêts qui durent depuis des décennies,",6
Merci pour la vidéo qui résume aussi objectivement que possible ! Je ne peux m'empêcher de réagir sur Hugo assis dans son canapé qui nous explique la situation en face caméra... Il manque plus que le chat et on a un super vilain 🤣🤣 pardon impossible de m'enlever cette image de la tête.,6
"Visualisons, Prions, Méditons pour le retour de la paix et la tranquillité des civils qui n' ont rien demandé, que chaqun puisse manger et boire à sa faim et à sa soif
",6
"C'est bien, mais pas très dialectique. Les accords de Minsk, n'ont été respecté par aucune des parties.",6
"Avant toute chose, je précise que je ne supporte absolument par la Russie et que je suis contre la guerre.",6
" Petite erreur, tu dis souvent qu'une partie de la population parle russe. C'est pas une partie, c'est 100%. Tous les ukrainiens parlent russe, et dans les restau, commerces etc, la langue parlée par défaut n'est pas l'ukrainien.
Peut être que les 30 ou 70% dont tu parles concernent la langue native et/ou officielle.",6
"Vous occultez cependant le fait que les accords de Minsk n'ont jamais été respectés par l'Ukraine
",6
"Concernant l'information à propos du mur, certains pays européens le demandent, mais d'autres (dont la France) refusent.
Zemmour voudrait donc faire pencher la décision vers la construction du mur.
Ce n'est donc pas vraiment une idée de Zemmour",6
"Pour rappel Donald Trump n'a pas ""commencé à fabriquer le mur entre les USA et le Mexique"". Ça a débuté avec Bush le père puis tous les présidents qui ont suivi ont continué la construction. Et aussi Trump est le président qui a le moins ""investi"" dans ce projet, c'est durant son mandat qu'il y a eu le moins de mètre qui a été construite",6
" Dans le contexte actuel, chacun de tes mots compte et certaines de tes informations sont assez trompeuses. Ça reste mon avis mais je trouve que ton souhait d’être le plus impartial possible s’avère de plus en plus compromis.",6
"C’est toujours pareille de toute façon, il faut toujours médiatisé les choses pour que les marques concernées agissent…",6
tu pourrais parler du PTEF du Shift Project présenté a Science po dernièrement. Je pense que c'est très intéressant dans ce contexte d'élections présidentielles !,6
"Super vidéos comme d'habitude, mais je pense que certaines news auraient plus eu leur place ici qu'un docu netflix ou un lapsus d'une élue que peu de français(e)s connaissent... Ce n'est que mon avis bien sûr...",6
"on en revient toujours au meme ""l'anonymat sur internet"" malheureusement y'a un moment faudra en venir à obliger les gens a s'authentifier réellement pour éviter toutes ses arnaques en masse",6
"Pour pouvoir répondre au débat, je trouve qu'il manque des informations personnellement. :) 🤔 Pourquoi le gouvernement fait-il construire ces centrales ? Quelle est la situation de production et de consommation de l'électricité actuellement en France et au niveau mondial ? En fonction de ça, est-ce qu'il y a eu d'autres propositions pour pallier ce problème ?",6
"Depuis quelques temps cette chaîne devient très orientée politiquement, surtout en ce moment cela me paraît dangereux pour la démocratie.
Les erreurs peuvent être involontaire, mais sachant que certaines personnes n'iront pas vérifier tes informations, il faut qu'elles soient exactes. Des clarification pourraient être apportés dans une prochaine vidéo et je pense que tu devrais vérifier tes informations plus souvent.",6
"c'est pas l'application le probleme, mais les personnes mal intentionnées et le fait qu'il existe beaucoup d'autres qui veulent voir des reves plutot que la realité",6
"Attention à bien penser , du moment que vous faites diversion le progressisme sera tolèrent.",6
J'ai fait ma thèse sur les mécanismes d'appariement dans les supras non-conventionnels,6
"Comment se passe le phénomène de ""verrouillage"", en effet il y a répulsion mais pas seulement, l'aimant reste à une certaine distance du supra conducteur (et inversement). On le voit bien dans cette vidéo ",6
j'ai été tenu en haleine jusqu'à 5h40. Vous mériteriez bien aussi un prix pour tout ce que vous apportez à la culture et au monde !,6
Presque envie de me replonger dans mes cours d’électromagnétismes tellement c’est passionnant,6
" Petite question, existe-t-il des matériaux supra-magnétique ? Si oui quelles sont leurs propriétés ?",6
"Par contre je suis étonné que l'on ne parle pas dans le cas de l'aimant du courant induit créé par le champ magnétique de l'aimant dans le supraconducteur. Pour ma part, mais je ne suis pas un physicien, je garde juste quelques souvenirs de mes cours d'électronique, j'imaginais plus une sorte de champ magnétique créé par le supraconducteur en réponse au courant induit par l'aimant. Qu'en pense tu ?",6
"Wow, je suis allergique à l'astrophysique en principe, mais là t'as réussi à m'intéresser et à me faire comprendre :o",6
"ça me fait entendre d'une autre manière ce que j'ai lu dans le livre paru en librairie sur la matière noire. D'ailleurs votre démonstration a le même plan. C'est bien d'entendre après avoir lu, ça permet de mieux faire rentrer les concepts. Continuez !",6
"Je suis étonné par l’étendue des connaissances de David mais aussi surtout par sa capacité à bien vulgariser des sujets complexes et variés en un laps de temps très court. Il donne exactement l’information qu’il faut et avec les bons mots, sans plus ni moins.  Bref David combine la clarté de Feynman avec la concision de Landau & Lifshitz ^^. 

L’EN doit reconnaitre ScienceEtonnante comme une chaine d’utilité publique et en faire la promo à toutes les Terminales scientifiques et math sups :)",6
"Ce qui est marrant, c'est que je suis en L2 de physique appliquée, et j'ai déjà vu beaucoup de choses dont tu parles, ca me fait des complément de cours, et en plus de ça c'est tres interessant et bien expliqué. Je te remercie et je t'encourage a continuer, et tes episodes axés sur l'astrophysique sont vraiment tres interessant.",6
"Moi, mon astrologue m'a dit que mon Jupiter étant dans la balance, le chiffre ""13"" me portait bonheur.
J'ai donc misé 13 fois 13 euros sur la treizième course de chevaux, sur le numéro treize.
Tout a bien marché : il est arrivé treizième !",6
"Très bonne vidéo ! Ca aurait été intéressant de parler de l'expérience de Bertram Forer, une expérience dans laquelle des individus ont chacun effectué un test de personnalité, mais ont tous reçu le même horoscope. Chacun s'y est parfaitement reconnu. Pour ceux que ça intéresse, je vous conseille de lire la page Wikipedia de ""l'effet Barnum"", qui est le fondement de l'astrologie/horoscope.",6
"Y'a bien des gens qui croient encore à la politique, alors l'astrologie pourquoi pas :D",6
"Je ne sais plus où je l'avais vu.
Mais une étude un peu moins tranché avait conclut que l'ensoleillement d'une personne dans les premiers moi de sa vie pouvait influer sur le caractère d'une personne de manière significative mais pas catégorique.
Et que selon ce critère la division du zodiaque n'est pas si absurde.
Par contre son interprétation oui...",6
Comment voulez vous qu'un astrologue sache quelle thème astral corespond a quelle fiche de personalité alors qu'elle n'ont pas étaient écrites par eux mêmes ? Comment voulez vous qu'ils s'adaptent au points de vue de l'observateur qui a ecrit les themes et les fiches corespondantes ?,6
"les principes théoriques de l'astrologie ne sont absolument pas basés sur ""l'influence de réalités physiques"",",6
"Oui mais il y a le plaisir du jeu et du mystère qui attire les adultes qui demeurent de grands enfants, que l'on retrouve également dans le goût pour les élucubrations des voyants et des médiums !",6
"""Pour savoir si elle marche, il faut savoir comment elle marche.""
Mauvaise formulation, le ""comment"" implique qu'elle marche. Il faudrait plutôt dire ""intéresserons-nous à son supposé fonctionnement"" ou ""il faudrait savoir comment elle marcherait"".",6
Analyse purement objective dans laquelle vous ne prêtez aucun respect aux gens qui y croient et qui l’étudient. C’est évidemment plus simple de cracher sur une croyance que d’essayer de la comprendre.,6
"Si insta et Facebook ferment en Europe, ce serais une formidable occasion pour lancer de nouveaux réseaux sociaux made in EU",6
"Si Facebook et Instagram fermaient, ils seraient vite remplacé et sans doute par quelque chose de mieux, au moins sur certains point",6
"Concernant l'affaire META, je sais pas pourquoi mais je sent que ce fameux expert ne va rien trouver de répréhensible... On a aucune garantie qu'il soit intègre.
Ca va encore se régler à coups de dollars cette affaire...",6
Zukerberg perdrait trop à fermer Instagram et Facebook en Europe. Selon moi ce n'est pas une menace mais un coup de bluff,6
"C’est dommage que Twitter ne soit pas menacé de fermeture, vu la poubelle que c’est devenue x)",6
J' ai vécu aussi sans Facebook ainsi qu' Instagram. D'autres applications attendent avec patience pour les changer et prendre tout ses abonnées une fois qu' ils ferment; Ils ne sont même pas conscients...,6
"Il n’ont cas fermer c’est pas une grande pertes, les gens seront moin débile et moin fake avec Facebook",6
FB et Google ... toujours au milieu de scandales de data. Je suis bien content d'avoir un semblant de dépendance et de protection de mes données en regardant cette video avec newpipe et iodé !,6
"Pour une fois un titre avec une info ""choc"" qui ne joue pas à fond la carte de l'ambiguïté, ça c'est cool

(je fais essentiellement référence au précédent titre ""Tabac bientôt interdit ?"")",6
"« selon les États Unis » on connaît tous les mensonges des USA mais Bonne video comme d hab c est toujours bien d avoir un journaliste de notre âge ( ou média, ta compris ) qui nous informe sur tous",6
"Magnifique épopée, une belle histoire, touchante avec des acteurs qui interprètent très bien leur rôle play",6
Un dessin animé qui brille par sa féerie et ses chansons.,6
"La Vie de David Gale est vraiment un excellent film , maitrisé et redoutablement efficace ",6
"Film rare. Les acteurs sont formidables, ils jouent juste, surtout les acteurs principaux.",6
Eli Roth est un réalisateur intéressant et redoutable d'efficacité.,6
"Starship Troopers continue sa descente aux enfers, ce troisième épisode nous livre une histoire",6
"Le dernier Marvel exploite la franchise Spider-Man avec lourdeur : scénario inconsistant,",6
Mon dieu ils n'ont pu s'empêcher de venir souiller notre capitale (et ont eu le culot de mal placer,6
"Heureusement qu'il y a la mer, le ciel bleu et de jolies photos...",6
"En tant que ""stand alone"", ce film aurait pu péniblement décrocher 2 étoiles.",6
Ma grosse claque du moment. Je n'imaginais pas que ce film me passionnerait à ce point.,6
Un scénario béton...avec pleins de rebondissements...un film à voir absolument,6
"Je suis cancer et je suis très émotive,très franche mais égoïste/manipulatrice alors là pas du tout! On est généreux et on pourrais tout donner quitte à nous oublier. Voilaaa sinon super vidéo !",6
Je n’aurais jamais pensé trouver les mots “cancer” et égoïste” dans la même phrase. Je suis cancer et je fais passer les autres avant ma propre personne.,6
"En tant que Capricorne j'ai tous ces ""défauts"" qui sont pas vraiment des défauts. Il faut juste apprendre à nous connaître avant de nous juger",6
"Je suis poisson ascendant poisson, signe lunaire balance, et tu as tout dit MDR ! Par contre, on est pas hypocrite volontairement, comme tu le dis, on a juste trop peur de blesser du coup on ose pas on sait pas quoi dire c'est terrible après on regrette et tout 😭😭😭😭",6
"En tant que Verseau je me reconnaît assez dans cette description. 
Pour ma part, je pense qu'il est assez difficile pour un Verseau de montrer ses sentiments à quelqu'un même si on apprécie cette personne. Pour moi c'est juste ultra difficile. Beaucoup de Verseau ont aussi tendance à ne pas montrer leurs sentiments. Par exemple ils vont demanderont tj comment ça va très sincèrement, mais si vous leur demandez ils vont diront oui, même si c'est totalement faux. 
Je pense que c'est ce manque d'engagement émotionnel qui peut faire croire à la personne qu'on veut qu'elle s'éloigne, mais ce n'est pas le cas. 
Personnellement, je ne suis pas individualiste et je suis très sociable avec mes amis proches, mais bcp plus fermée avec les autres.",6
"J'ai trop aimé cette vidéo merci pour tout, j'espère que tout va bien pour toi et que tu t'accroches aux bonnes branches",6
Merci d’avoir aussi bien identifié les béliers ! Marre d’entendre qu’on est juste colérique et irréfléchie alors que c’est faux. Merci t’es au top,6
"Que de bons souvenirs dans cette école, les professeurs étaient vraiment investis pour les élèves (CAP Pâtissier 2015-2017)",6
"vous avez présenté  une recette authentiquement marocaine en étant  tunisienne ,et ça  m'a  choqué, un chef de votre calibre qui ne sait pas l origine de la recette qu qu'il présente",6
Merci à vous et vive notre véritable cuisine française !!!! ❤️- Thank you to you and long live our real French cuisine !!!!❤️,6
Jaime la cuisine européenne. Je souhaite apprendre auprès de vous . merci,6
Le chef sert la main mais beaucoup semblent surpris c est juste pour les caméras ça se voit,6
"Malgré la renommée de cet établissement, le chef Frechon m’a enlevé l’envie d’y aller...",6
"Personnellement issu et toujours à l'heure actuelle dans le serail de la restauration, j'ai connu et vécu ce que la jeune a vécu, en éffet le management n'éxiste pas dans les écoles de cuisine, ou trop peu!
Alors Bravo à Mr. Guérrin (Désolé si j'écorche l'orthographe du nom), il a tout compris coté management! Longue vie à son établissement et son équipe!",6
Ça fait plaisir de voir Amélie retrouver son sourire dans le nouveau restaurant qui lui ouvre les bras grâce à son nouveau  CHEF qui est SUPER .,6
"Une cuisine soit disant étoilée, une cuisine soit disant parfaite, une cuisine soit disant raffinée. Mais malheureusement, on cuisine pas avec amour, on cuisine sous pression, peur et stress sous les ordres d'un autoritaire et pas un leader !!!",6
"Rien que quand je vois ça, je suis heureux pour les salariés que les restaurants soient fermés... maltraitance, humiliation, stress, pas de ça en cuisine.",6
J'adore les plus belles chansons françaises,6
J'aime bien  écouter ces magnifiques chansons  qui ont bercé ma jeunesse,6
"Quand j'entends ces chansons pleines de tendresse et de chaleur, pendant ces moments d'écoute, j'ai l'impression de reprendre mes 20 ans.",6
"Ces chansons sont très, très agréables, elles calment l'âme et l'esprit, en plus de nous faire voyager dans un endroit loin de notre réalité 😍 ♥ ️",6
merci macron,6
bravo marine,6
félicitations,6
bon courage,6
Nous somme avec vous,6
votons ce candidat,6
vive notre future présidente,6
